model,feature,accuracy,precision,recall,f1,TP,FP,FN,TN,n_sentences
FS_noCTX_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,985,1008
FS_noCTX_noLeg,zero-3sg-pres-s,0.9868951612903226,0.75,0.8709677419354839,0.8059701492537313,27,9,4,952,1008
FS_noCTX_noLeg,is-was-gen,0.9899193548387096,0.75,0.9230769230769231,0.8275862068965517,24,8,2,958,1008
FS_noCTX_noLeg,zero-pl-s,0.9969758064516129,0.8,0.6666666666666666,0.7272727272727273,4,1,2,985,1008
FS_noCTX_noLeg,double-object,0.9989909182643795,1.0,0.75,0.8571428571428571,3,0,1,987,1008
FS_noCTX_noLeg,existential-it,0.9757085020242915,0.5454545454545454,0.8571428571428571,0.6666666666666666,24,20,4,940,1008
FS_noCTX_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,1,0,0,987,1008
FS_noCTX_noLeg,appositive-pleonastic-pronoun,0.9898785425101214,0.8,0.8,0.8,20,5,5,958,1008
FS_noCTX_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,975,1008
FS_noCTX_noLeg,verb-stem,0.9736842105263158,0.3076923076923077,0.19047619047619047,0.23529411764705882,4,9,17,958,1008
FS_noCTX_noLeg,past-tense-swap,0.9858299595141701,0.5384615384615384,0.4666666666666667,0.5,7,6,8,967,1008
FS_noCTX_noLeg,zero-rel-pronoun,0.9625506072874493,0.25,0.02857142857142857,0.05128205128205128,1,3,34,950,1008
FS_noCTX_noLeg,preterite-had,0.9959514170040485,0.6666666666666666,0.4,0.5,2,1,3,982,1008
FS_noCTX_noLeg,bare-got,0.9918946301925026,0.8333333333333334,0.75,0.7894736842105263,15,3,5,964,1008
FScot_CTX1t_Leg,zero-poss,0.9960278053624627,0.8333333333333334,0.8333333333333334,0.8333333333333334,10,2,2,993,1008
FScot_CTX1t_Leg,zero-copula,0.9602780536246276,0.6105263157894737,0.9508196721311475,0.7435897435897436,58,37,3,909,1008
FScot_CTX1t_Leg,be-construction,0.9980139026812314,0.75,0.75,0.75,3,1,1,1002,1008
FScot_CTX1t_Leg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1004,1008
FScot_CTX1t_Leg,multiple-neg,0.9960278053624627,0.9393939393939394,0.9393939393939394,0.9393939393939394,31,2,2,972,1008
FScot_CTX1t_Leg,neg-inversion,0.9980139026812314,0.0,0.0,0.0,0,1,1,1005,1008
FScot_CTX1t_Leg,n-inv-neg-concord,0.9990069513406157,0.0,0.0,0.0,0,0,1,1006,1008
FScot_CTX1t_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1000,1008
FScot_CTX1t_Leg,zero-3sg-pres-s,0.9831181727904668,0.7142857142857143,0.78125,0.746268656716418,25,10,7,965,1008
FScot_CTX1t_Leg,is-was-gen,0.9880834160873883,0.7352941176470589,0.8928571428571429,0.8064516129032258,25,9,3,970,1008
FScot_CTX1t_Leg,zero-pl-s,0.9950347567030785,0.6,0.5,0.5454545454545454,3,2,3,999,1008
FScot_CTX1t_Leg,double-object,0.9980139026812314,0.75,0.75,0.75,3,1,1,1002,1008
FScot_CTX1t_Leg,existential-it,0.9731876861966237,0.5319148936170213,0.8333333333333334,0.6493506493506493,25,22,5,955,1008
FScot_CTX1t_Leg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1005,1008
FScot_CTX1t_Leg,appositive-pleonastic-pronoun,0.9860973187686196,0.7307692307692307,0.7307692307692307,0.7307692307692307,19,7,7,974,1008
FScot_CTX1t_Leg,bin,1.0,1.0,1.0,1.0,13,0,0,994,1008
FScot_CTX1t_Leg,verb-stem,0.9702085402184707,0.4,0.4,0.4,10,15,15,967,1008
FScot_CTX1t_Leg,past-tense-swap,0.9841112214498511,0.5333333333333333,0.47058823529411764,0.5,8,7,9,983,1008
FScot_CTX1t_Leg,zero-rel-pronoun,0.9632571996027806,0.5,0.05405405405405406,0.0975609756097561,2,2,35,968,1008
FScot_CTX1t_Leg,preterite-had,0.9930486593843099,0.3333333333333333,0.16666666666666666,0.2222222222222222,1,2,5,999,1008
FScot_CTX1t_Leg,bare-got,0.9910625620655412,0.875,0.6666666666666666,0.7567567567567568,14,2,7,984,1008
FScot_CTX1t_noLeg,zero-poss,0.996031746031746,0.9,0.75,0.8181818181818182,9,1,3,995,1008
FScot_CTX1t_noLeg,zero-copula,0.9603174603174603,0.6039603960396039,1.0,0.7530864197530864,61,40,0,907,1008
FScot_CTX1t_noLeg,be-construction,0.998015873015873,0.75,0.75,0.75,3,1,1,1003,1008
FScot_CTX1t_noLeg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
FScot_CTX1t_noLeg,multiple-neg,0.9950396825396826,0.9117647058823529,0.9393939393939394,0.9253731343283582,31,3,2,972,1008
FScot_CTX1t_noLeg,neg-inversion,0.998015873015873,0.0,0.0,0.0,0,1,1,1006,1008
FScot_CTX1t_noLeg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,0,1,1007,1008
FScot_CTX1t_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
FScot_CTX1t_noLeg,zero-3sg-pres-s,0.9811507936507936,0.6756756756756757,0.78125,0.7246376811594203,25,12,7,964,1008
FScot_CTX1t_noLeg,is-was-gen,0.9910714285714286,0.8064516129032258,0.8928571428571429,0.847457627118644,25,6,3,974,1008
FScot_CTX1t_noLeg,zero-pl-s,0.9950396825396826,0.5714285714285714,0.6666666666666666,0.6153846153846154,4,3,2,999,1008
FScot_CTX1t_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
FScot_CTX1t_noLeg,existential-it,0.9801587301587301,0.6136363636363636,0.9,0.7297297297297297,27,17,3,961,1008
FScot_CTX1t_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
FScot_CTX1t_noLeg,appositive-pleonastic-pronoun,0.9871031746031746,0.7407407407407407,0.7692307692307693,0.7547169811320755,20,7,6,975,1008
FScot_CTX1t_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
FScot_CTX1t_noLeg,verb-stem,0.9692460317460317,0.35,0.28,0.3111111111111111,7,13,18,970,1008
FScot_CTX1t_noLeg,past-tense-swap,0.9841269841269841,0.5384615384615384,0.4117647058823529,0.4666666666666667,7,6,10,985,1008
FScot_CTX1t_noLeg,zero-rel-pronoun,0.9613095238095238,0.4,0.05263157894736842,0.09302325581395349,2,3,36,967,1008
FScot_CTX1t_noLeg,preterite-had,0.998015873015873,1.0,0.6666666666666666,0.8,4,0,2,1002,1008
FScot_CTX1t_noLeg,bare-got,0.9910714285714286,0.8333333333333334,0.7142857142857143,0.7692307692307693,15,3,6,984,1008
FScot_noCTX_Leg,zero-poss,0.996031746031746,0.9,0.75,0.8181818181818182,9,1,3,995,1008
FScot_noCTX_Leg,zero-copula,0.9632936507936508,0.6224489795918368,1.0,0.7672955974842768,61,37,0,910,1008
FScot_noCTX_Leg,be-construction,0.998015873015873,0.75,0.75,0.75,3,1,1,1003,1008
FScot_noCTX_Leg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
FScot_noCTX_Leg,come,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
FScot_noCTX_Leg,multiple-neg,0.9970238095238095,0.9411764705882353,0.9696969696969697,0.9552238805970149,32,2,1,973,1008
FScot_noCTX_Leg,neg-inversion,0.996031746031746,0.0,0.0,0.0,0,3,1,1004,1008
FScot_noCTX_Leg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,0,1,1007,1008
FScot_noCTX_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
FScot_noCTX_Leg,zero-3sg-pres-s,0.9841269841269841,0.7105263157894737,0.84375,0.7714285714285715,27,11,5,965,1008
FScot_noCTX_Leg,is-was-gen,0.9880952380952381,0.75,0.8571428571428571,0.8,24,8,4,972,1008
FScot_noCTX_Leg,zero-pl-s,0.996031746031746,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,1000,1008
FScot_noCTX_Leg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
FScot_noCTX_Leg,existential-it,0.9811507936507936,0.6341463414634146,0.8666666666666667,0.7323943661971831,26,15,4,963,1008
FScot_noCTX_Leg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
FScot_noCTX_Leg,appositive-pleonastic-pronoun,0.9861111111111112,0.75,0.6923076923076923,0.72,18,6,8,976,1008
FScot_noCTX_Leg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
FScot_noCTX_Leg,verb-stem,0.9761904761904762,0.5384615384615384,0.28,0.3684210526315789,7,6,18,977,1008
FScot_noCTX_Leg,past-tense-swap,0.9831349206349206,0.5,0.47058823529411764,0.48484848484848486,8,8,9,983,1008
FScot_noCTX_Leg,zero-rel-pronoun,0.9623015873015873,0.5,0.05263157894736842,0.09523809523809523,2,2,36,968,1008
FScot_noCTX_Leg,preterite-had,0.9950396825396826,0.6666666666666666,0.3333333333333333,0.4444444444444444,2,1,4,1001,1008
FScot_noCTX_Leg,bare-got,0.9910714285714286,0.875,0.6666666666666666,0.7567567567567568,14,2,7,985,1008
FScot_noCTX_noLeg,zero-poss,0.9950396825396826,0.8181818181818182,0.75,0.782608695652174,9,2,3,994,1008
FScot_noCTX_noLeg,zero-copula,0.9623015873015873,0.6161616161616161,1.0,0.7625,61,38,0,909,1008
FScot_noCTX_noLeg,be-construction,0.998015873015873,0.75,0.75,0.75,3,1,1,1003,1008
FScot_noCTX_noLeg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
FScot_noCTX_noLeg,multiple-neg,0.9940476190476191,0.8857142857142857,0.9393939393939394,0.9117647058823529,31,4,2,971,1008
FScot_noCTX_noLeg,neg-inversion,0.9970238095238095,0.0,0.0,0.0,0,2,1,1005,1008
FScot_noCTX_noLeg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,0,1,1007,1008
FScot_noCTX_noLeg,aint,0.9990079365079365,1.0,0.8571428571428571,0.9230769230769231,6,0,1,1001,1008
FScot_noCTX_noLeg,zero-3sg-pres-s,0.9821428571428571,0.6944444444444444,0.78125,0.7352941176470589,25,11,7,965,1008
FScot_noCTX_noLeg,is-was-gen,0.9900793650793651,0.78125,0.8928571428571429,0.8333333333333334,25,7,3,973,1008
FScot_noCTX_noLeg,zero-pl-s,0.996031746031746,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,1000,1008
FScot_noCTX_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
FScot_noCTX_noLeg,existential-it,0.9761904761904762,0.5681818181818182,0.8333333333333334,0.6756756756756757,25,19,5,959,1008
FScot_noCTX_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
FScot_noCTX_noLeg,appositive-pleonastic-pronoun,0.9871031746031746,0.7407407407407407,0.7692307692307693,0.7547169811320755,20,7,6,975,1008
FScot_noCTX_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
FScot_noCTX_noLeg,verb-stem,0.9732142857142857,0.4444444444444444,0.32,0.37209302325581395,8,10,17,973,1008
FScot_noCTX_noLeg,past-tense-swap,0.9831349206349206,0.5,0.4117647058823529,0.45161290322580644,7,7,10,984,1008
FScot_noCTX_noLeg,zero-rel-pronoun,0.9613095238095238,0.4,0.05263157894736842,0.09302325581395349,2,3,36,967,1008
FScot_noCTX_noLeg,preterite-had,0.9940476190476191,0.5,0.16666666666666666,0.25,1,1,5,1001,1008
FScot_noCTX_noLeg,bare-got,0.9930555555555556,0.8888888888888888,0.7619047619047619,0.8205128205128205,16,2,5,985,1008
ZS_CTX1t_Leg,zero-poss,0.9919273461150353,0.6666666666666666,0.6666666666666666,0.6666666666666666,8,4,4,975,1008
ZS_CTX1t_Leg,zero-copula,0.9596367305751766,0.6021505376344086,0.9491525423728814,0.7368421052631579,56,37,3,895,1008
ZS_CTX1t_Leg,be-construction,0.9979818365287588,0.75,0.75,0.75,3,1,1,986,1008
ZS_CTX1t_Leg,resultant-done,1.0,1.0,1.0,1.0,2,0,0,988,1008
ZS_CTX1t_Leg,multiple-neg,0.98989898989899,0.7894736842105263,0.9375,0.8571428571428571,30,8,2,950,1008
ZS_CTX1t_Leg,neg-inversion,0.996969696969697,0.0,0.0,0.0,0,2,1,987,1008
ZS_CTX1t_Leg,n-inv-neg-concord,0.998989898989899,0.0,0.0,0.0,0,0,1,989,1008
ZS_CTX1t_Leg,aint,1.0,1.0,1.0,1.0,6,0,0,983,1008
ZS_CTX1t_Leg,zero-3sg-pres-s,0.9848331648129424,0.7352941176470589,0.8064516129032258,0.7692307692307693,25,9,6,949,1008
ZS_CTX1t_Leg,is-was-gen,0.9898785425101214,0.7741935483870968,0.8888888888888888,0.8275862068965517,24,7,3,954,1008
ZS_CTX1t_Leg,zero-pl-s,0.9949392712550608,0.6,0.5,0.5454545454545454,3,2,3,980,1008
ZS_CTX1t_Leg,double-object,0.9979716024340771,0.75,0.75,0.75,3,1,1,981,1008
ZS_CTX1t_Leg,existential-it,0.9776649746192894,0.5833333333333334,0.9333333333333333,0.717948717948718,28,20,2,935,1008
ZS_CTX1t_Leg,demonstrative-them,1.0,1.0,1.0,1.0,1,0,0,983,1008
ZS_CTX1t_Leg,appositive-pleonastic-pronoun,0.9878172588832488,0.76,0.76,0.76,19,6,6,954,1008
ZS_CTX1t_Leg,bin,1.0,1.0,1.0,1.0,13,0,0,972,1008
ZS_CTX1t_Leg,verb-stem,0.9756345177664975,0.4375,0.3181818181818182,0.3684210526315789,7,9,15,954,1008
ZS_CTX1t_Leg,past-tense-swap,0.9847715736040609,0.5,0.5333333333333333,0.5161290322580645,8,8,7,962,1008
ZS_CTX1t_Leg,zero-rel-pronoun,0.965482233502538,0.5,0.058823529411764705,0.10526315789473684,2,2,32,949,1008
ZS_CTX1t_Leg,preterite-had,0.9949238578680203,0.0,0.0,0.0,0,2,3,980,1008
ZS_CTX1t_Leg,bare-got,0.9928861788617886,0.875,0.7368421052631579,0.8,14,2,5,963,1008
ZS_CTX1t_noLeg,zero-poss,0.9908536585365854,0.6153846153846154,0.6666666666666666,0.64,8,5,4,967,1008
ZS_CTX1t_noLeg,zero-copula,0.9674465920651069,0.6627906976744186,0.95,0.7808219178082192,57,29,3,894,1008
ZS_CTX1t_noLeg,double-tense,0.9989816700610998,0.0,0.0,0.0,0,1,0,981,1008
ZS_CTX1t_noLeg,be-construction,0.9989816700610998,1.0,0.75,0.8571428571428571,3,0,1,978,1008
ZS_CTX1t_noLeg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,979,1008
ZS_CTX1t_noLeg,multiple-neg,0.9908350305498982,0.7948717948717948,0.96875,0.8732394366197183,31,8,1,942,1008
ZS_CTX1t_noLeg,neg-inversion,0.9979633401221996,0.0,0.0,0.0,0,1,1,980,1008
ZS_CTX1t_noLeg,aint,1.0,1.0,1.0,1.0,5,0,0,976,1008
ZS_CTX1t_noLeg,zero-3sg-pres-s,0.9877551020408163,0.7878787878787878,0.8387096774193549,0.8125,26,7,5,942,1008
ZS_CTX1t_noLeg,is-was-gen,0.9928571428571429,0.8571428571428571,0.8888888888888888,0.8727272727272727,24,4,3,949,1008
ZS_CTX1t_noLeg,zero-pl-s,0.9959141981613892,0.75,0.5,0.6,3,1,3,972,1008
ZS_CTX1t_noLeg,double-object,0.9989775051124744,1.0,0.75,0.8571428571428571,3,0,1,974,1008
ZS_CTX1t_noLeg,existential-it,0.9743852459016393,0.5531914893617021,0.8666666666666667,0.6753246753246753,26,21,4,925,1008
ZS_CTX1t_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,1,0,0,975,1008
ZS_CTX1t_noLeg,appositive-pleonastic-pronoun,0.9877049180327869,0.75,0.8076923076923077,0.7777777777777778,21,7,5,943,1008
ZS_CTX1t_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,963,1008
ZS_CTX1t_noLeg,verb-stem,0.9764102564102564,0.4375,0.3333333333333333,0.3783783783783784,7,9,14,945,1008
ZS_CTX1t_noLeg,past-tense-swap,0.9866529774127311,0.5833333333333334,0.4666666666666667,0.5185185185185185,7,5,8,954,1008
ZS_CTX1t_noLeg,zero-rel-pronoun,0.9640287769784173,0.6666666666666666,0.05555555555555555,0.10256410256410256,2,1,34,936,1008
ZS_CTX1t_noLeg,preterite-had,0.9958847736625515,0.5,0.25,0.3333333333333333,1,1,3,967,1008
ZS_CTX1t_noLeg,bare-got,0.9927909371781668,0.8666666666666667,0.7222222222222222,0.7878787878787878,13,2,5,951,1008
ZS_noCTX_Leg,zero-poss,0.9949596774193549,0.8181818181818182,0.75,0.782608695652174,9,2,3,978,1008
ZS_noCTX_Leg,zero-copula,0.9656912209889001,0.651685393258427,0.9508196721311475,0.7733333333333333,58,31,3,899,1008
ZS_noCTX_Leg,be-construction,0.997979797979798,0.75,0.75,0.75,3,1,1,985,1008
ZS_noCTX_Leg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,987,1008
ZS_noCTX_Leg,multiple-neg,0.98989898989899,0.7894736842105263,0.9375,0.8571428571428571,30,8,2,950,1008
ZS_noCTX_Leg,neg-inversion,0.996969696969697,0.0,0.0,0.0,0,2,1,987,1008
ZS_noCTX_Leg,n-inv-neg-concord,0.998989898989899,0.0,0.0,0.0,0,0,1,989,1008
ZS_noCTX_Leg,aint,1.0,1.0,1.0,1.0,6,0,0,984,1008
ZS_noCTX_Leg,zero-3sg-pres-s,0.9868554095045501,0.7297297297297297,0.9,0.8059701492537313,27,10,3,949,1008
ZS_noCTX_Leg,is-was-gen,0.9898887765419616,0.7741935483870968,0.8888888888888888,0.8275862068965517,24,7,3,955,1008
ZS_noCTX_Leg,zero-pl-s,0.9959555106167847,0.75,0.5,0.6,3,1,3,982,1008
ZS_noCTX_Leg,double-object,0.9989878542510121,1.0,0.75,0.8571428571428571,3,0,1,984,1008
ZS_noCTX_Leg,existential-it,0.9756838905775076,0.5531914893617021,0.896551724137931,0.6842105263157895,26,21,3,937,1008
ZS_noCTX_Leg,demonstrative-them,1.0,1.0,1.0,1.0,1,0,0,986,1008
ZS_noCTX_Leg,appositive-pleonastic-pronoun,0.9908814589665653,0.8260869565217391,0.7916666666666666,0.8085106382978723,19,4,5,959,1008
ZS_noCTX_Leg,bin,1.0,1.0,1.0,1.0,13,0,0,974,1008
ZS_noCTX_Leg,verb-stem,0.9756838905775076,0.5,0.20833333333333334,0.29411764705882354,5,5,19,958,1008
ZS_noCTX_Leg,past-tense-swap,0.983789260385005,0.4666666666666667,0.4666666666666667,0.4666666666666667,7,8,8,964,1008
ZS_noCTX_Leg,zero-rel-pronoun,0.9674134419551935,1.0,0.030303030303030304,0.058823529411764705,1,0,32,949,1008
ZS_noCTX_Leg,preterite-had,0.9979674796747967,1.0,0.5,0.6666666666666666,2,0,2,980,1008
ZS_noCTX_Leg,bare-got,0.991869918699187,0.9285714285714286,0.65,0.7647058823529411,13,1,7,963,1008
ZS_noCTX_noLeg,zero-poss,0.9929506545820745,0.7272727272727273,0.6666666666666666,0.6956521739130435,8,3,4,978,1008
ZS_noCTX_noLeg,zero-copula,0.9667673716012085,0.6551724137931034,0.95,0.7755102040816326,57,30,3,903,1008
ZS_noCTX_noLeg,double-tense,0.9989909182643795,0.0,0.0,0.0,0,1,0,990,1008
ZS_noCTX_noLeg,be-construction,0.9979777553083923,0.75,0.75,0.75,3,1,1,984,1008
