filename	utterance	1-zero-poss	3-zero-copula	4-double-tense	5-be-construction	5-resultant-done	6-finna	6-come	6-double-modal	7-multiple-neg	7-neg-inversion	7-n-inv-neg-concord	7-aint	8-zero-3sg-pres-s	8-is-was-gen	9-zero-pl-s	10-double-object	11-wh-qu
FullTest_Final.txt	Um, but when I was packing up and leaving, her mom came to me and then was like, um, hold on I got something for you.	2.042103460553335e-06	3.022546707143192e-06	1.182585606329667e-06	2.5502363314444665e-06	2.6421173515700502e-06	4.576389073918108e-06	1.142738892667694e-05	1.9147323655488435e-06	1.0911252502410207e-05	1.5745074506412493e-06	2.3296604467759607e-06	2.71774229076982e-06	2.39725682149583e-06	8.056317710725125e-06	3.851856945402687e-06	2.917219035225571e-06	3.9671299418841954e-06
FullTest_Final.txt	She was handing me some money.	1.7839982319856063e-05	1.2231632808834547e-06	1.7871303725769394e-06	5.788451744592749e-06	3.839827058982337e-06	9.345943908556364e-06	1.8653810229807277e-06	3.2398593248217367e-06	4.762704065797152e-06	2.4795863282633945e-06	5.09701885675895e-06	7.95598498370964e-06	6.400754045898793e-06	1.1174264727742411e-05	4.786491444974672e-06	0.0008369691204279661	1.9048009107791586e-06
FullTest_Final.txt	I was like, no it was a favor for your daughter.	2.005107035074616e-06	1.7176736264445935e-06	1.1266611181781627e-06	2.0707793737528846e-06	2.2645142507826677e-06	2.418566964479396e-06	2.4142852907971246e-06	1.1860892072945717e-06	3.7204939872026443e-05	2.4016549104999285e-06	2.344607082704897e-06	5.54718280909583e-06	4.425511633598944e-06	1.0725150787038729e-05	1.51574352003081e-06	1.1786448794737225e-06	3.6670162444352172e-06
FullTest_Final.txt	She was like, no.	1.245603698407649e-06	2.3562877231597668e-06	4.0815293687046506e-06	1.5867428828642005e-06	3.226978833481553e-06	2.2141168756206753e-06	1.4852561207590043e-06	2.5954111606552033e-06	1.3525242138712201e-05	1.8967886035170523e-06	1.691193574515637e-06	3.22680034514633e-06	2.5374583856319077e-06	2.584917865533498e-06	3.4886097637354396e-06	1.7711709006107412e-06	2.7345479338691803e-06
FullTest_Final.txt	Um, take this because you did a good job.	9.94874653770239e-07	1.7841025510278996e-06	3.855311661027372e-06	2.7627240797301056e-06	6.882325124024646e-06	1.2608981023731758e-06	3.272861249570269e-06	2.2736983282811707e-06	8.559037269151304e-06	1.7014971263051848e-06	1.9198980680812383e-06	2.034797944361344e-06	2.042123014689423e-06	3.3922453894774662e-06	4.131180958211189e-06	4.151231678406475e-06	4.889197498414433e-06
FullTest_Final.txt	And then a lot of her family members were aksing me, well you have any business cards?	1.7130768128481577e-06	6.743701987943496e-07	3.2671948702045484e-06	2.90089246846037e-06	4.078195161127951e-06	2.592571036075242e-06	3.1874085834715515e-05	3.6617566365748644e-06	1.897531547001563e-05	4.921302661387017e-06	9.776561455510091e-06	1.942594053616631e-06	1.2461498045013286e-05	0.009211198426783085	4.416223873704439e-06	3.650216604000889e-05	6.519177077279892e-06
FullTest_Final.txt	I was like, what, no.	1.0050182481791126e-06	1.3471537840814563e-06	3.0700625757162925e-06	1.1513042181832134e-06	3.628897957241861e-06	1.3753650591752375e-06	1.4294416814664146e-06	3.577338702598354e-06	6.01963147346396e-05	2.5716644813655876e-06	3.6786941564059816e-06	2.58245381701272e-06	2.1332712094590534e-06	2.056628773061675e-06	3.937398560083238e-06	3.0141873139655218e-06	2.753615035544499e-06
FullTest_Final.txt	Cause I- I don't do this r- I don't do this on a regular basis.	1.105004571400059e-06	2.47364619099244e-06	5.615499958366854e-06	1.9862404769810382e-06	4.491127583605703e-06	5.82950724492548e-06	1.650724243518198e-06	2.590606300145737e-06	8.710502697795164e-06	1.668525101194973e-06	1.495830474596005e-06	7.818496669642627e-06	4.610003998095635e-06	7.332358563871821e-06	6.803461474191863e-06	2.9908565011282917e-06	1.8215372392660356e-06
FullTest_Final.txt	So, um, after that, I got to thinking, I said, maybe I should.	1.0240626124868868e-06	2.670919684533146e-06	1.8750033632386476e-06	3.725356464201468e-06	4.476127742236713e-06	3.0541239084413974e-06	2.2504602839035215e-06	3.6352473671286134e-06	6.8906397245882545e-06	1.5637615433661267e-06	2.2685692329105223e-06	3.078259851463372e-06	1.913591631819145e-06	2.6021052690339275e-06	6.0053957895434e-06	4.207629899610765e-06	2.6759933007269865e-06
FullTest_Final.txt	So, I think she had another event like a birthday party and I came with business cards after I did the party and I passed them out.	1.3663966456078924e-06	2.4922248940129066e-06	1.973011876543751e-06	3.892161203111755e-06	4.86266435473226e-06	5.242161023488734e-06	2.378236104050302e-06	1.908444801301812e-06	6.785713594581466e-06	1.8759870954454527e-06	1.828800918701745e-06	1.5322978015319677e-06	8.547601282771211e-06	2.919559847214259e-06	6.015111011947738e-06	3.2736104458308546e-06	2.153191417164635e-06
FullTest_Final.txt	And I guess word got out through them, they passed on cards to other individuals.	3.691887968670926e-06	4.1414332372369245e-06	2.163658564313664e-06	2.068726644210983e-06	2.9368175091804005e-06	2.228670837212121e-06	1.582248842169065e-06	2.0980398858228e-06	6.922010470589157e-06	2.8120787192165153e-06	1.2471500667743385e-06	2.7858584417117527e-06	4.316177637520013e-06	5.542968665395165e-06	1.333649743173737e-05	2.181385298172245e-06	1.5116668237169506e-06
FullTest_Final.txt	Other people started finding out I can cook so I been doing it for like the last four years.	4.057777005073149e-06	1.9883668755937833e-06	4.667949724534992e-06	5.241171493253205e-06	2.0687659798568347e-06	2.1855521481484175e-06	0.0001302763121202588	1.4427591850108001e-06	6.596425919269677e-06	2.9768048079859e-06	3.0247554150264477e-06	7.2213188104797155e-06	4.481018095248146e-06	1.0360052328906022e-05	4.964845629729098e-06	6.454346475948114e-06	6.64908066028147e-06
FullTest_Final.txt	And this was something I had never really initially wanted to do on my own.	2.642918616402312e-06	2.1117220967425965e-06	2.8967872367502423e-06	1.2867117220594082e-06	1.7919464880833402e-06	2.1851935798622435e-06	2.042294227067032e-06	2.4655303150211694e-06	0.00013830064563080668	1.3930034583609086e-06	3.0834132758172927e-06	1.539642425996135e-06	1.0926527238552808e-06	2.3539159883512184e-06	3.2357615964428987e-06	2.5100569018832175e-06	5.7952288443630096e-06
FullTest_Final.txt	That's all it takes.	2.0922434487147257e-06	2.9469988476193976e-06	1.1857385970870382e-06	2.684466608116054e-06	1.699874337646179e-05	4.239021109242458e-06	8.738539918340393e-07	1.1848094345623394e-06	2.4314682377735153e-05	2.6244879336445592e-06	2.2584024463867536e-06	9.813563337957021e-06	2.9575910502899205e-06	5.543618499359582e-06	1.7872524040285498e-05	1.7825072973209899e-06	0.00012591059203259647
FullTest_Final.txt	Uh, my mother was born in Chester, South Carolina.	3.05299408864812e-06	6.352936907205731e-06	2.4236976514657727e-06	1.8742757674772292e-06	1.4617149872719892e-06	5.136456366017228e-06	2.2603198885917664e-06	1.3080169765089522e-06	9.963662705558818e-06	2.2546514628629666e-06	2.057317260550917e-06	2.0084812604181934e-06	7.825673492334317e-06	3.573591357053374e-06	4.082549367012689e-06	1.8744473209153512e-06	1.1346835435688263e-06
FullTest_Final.txt	My dad was born in Charlotte, North Carolina.	2.1449607174872654e-06	1.0243418728350662e-05	3.473849119473016e-06	2.237846047137282e-06	1.8169361055697664e-06	5.673273335560225e-06	2.285441951244138e-06	1.0206724709860282e-06	1.0936671969830059e-05	2.4612263587187044e-06	2.0993309135519667e-06	2.621951125547639e-06	4.388710749481106e-06	5.6745770962152164e-06	4.6503450903401244e-06	1.7307360167251318e-06	1.228735527547542e-06
FullTest_Final.txt	Uh, my mother sh- when she was- start working she was a, um, assistant director of housekeeping for Marriott.	2.60321467067115e-05	1.632868588785641e-06	2.7240296276431764e-06	2.4830198981362628e-06	1.2300931757636135e-06	1.4626822121499572e-05	6.319815838651266e-06	1.7870996771307546e-06	5.114445684739621e-06	7.414224114654644e-07	1.6925279169299756e-06	2.183433252866962e-06	9.244638931704685e-06	5.310226697474718e-05	4.756599082611501e-06	1.4575653040083125e-06	6.009268417983549e-06
FullTest_Final.txt	Dad was if it was a title, Jack of all trades.	2.393889417362516e-06	1.0650445574356127e-06	2.1493549411388813e-06	7.716959771641996e-06	2.8480117180151865e-06	2.4147136628016597e-06	1.4841573374724248e-06	1.958689153980231e-06	4.375985099613899e-06	1.7181979501401656e-06	1.574195152898028e-06	2.38408574659843e-06	7.571895366709214e-06	4.8246529331663623e-05	2.5535948680044385e-06	4.696877113019582e-06	2.241218453491456e-06
FullTest_Final.txt	He did construction, um, and dad worked in maintenance as well.	5.719660975955776e-07	2.2989077024249127e-06	3.335452220198931e-06	1.492571527705877e-06	6.557012056873646e-06	3.0396190595638473e-06	5.91003617955721e-06	5.00526539326529e-06	4.8036122279881965e-06	2.020106876443606e-06	9.223313099937513e-07	1.4028421446710126e-06	3.995682163804304e-06	2.1686722902813926e-05	7.718571396253537e-06	2.5896997613017447e-06	3.7649117530236254e-06
FullTest_Final.txt	Um, l- looking at it I'll just say from other individuals from the outside, I mean, to them, it look- they I guess would see that as a bad neighborhood.	4.194620851194486e-05	2.037950252997689e-05	4.021577478852123e-05	8.195049304049462e-05	5.49785909242928e-05	4.336500205681659e-05	1.3446378034132067e-05	8.936629456002265e-05	5.8502213505562395e-05	2.6319061362301e-05	2.285345908603631e-05	4.431042543728836e-05	0.9867773652076721	2.7504775061970577e-05	2.919626422226429e-05	2.236515501863323e-05	2.6100406103068963e-05
FullTest_Final.txt	Of course growing up in what they call like, the crack era which is, you know, from the eighties, mid-eighties on, um, I wasn't really exposed to that.	2.5044375433935784e-05	0.1203044205904007	7.152908438001759e-06	1.2680511645157821e-05	7.814918717485853e-06	2.1363748601288535e-05	7.777722203172743e-06	8.007388714759145e-06	1.4991842363087926e-05	5.17686066814349e-06	1.1614385584834963e-05	1.1383925084373914e-05	0.00021540551097132266	3.9192571421153843e-05	2.191585735999979e-05	1.8008755660048337e-06	0.8277234435081482
FullTest_Final.txt	I mean I had a lot of friends growing up that were I guess you would say selling drugs or in the streets, but.	9.034167760546552e-07	3.67182428817614e-06	3.2990901672746986e-06	3.4655138279049424e-06	4.675461241276935e-06	4.149981123191537e-06	3.7068607525725383e-06	5.332721229933668e-06	6.9146276473475154e-06	1.9462247564661084e-06	1.7227264379471308e-06	2.103784254359198e-06	2.7865094125445466e-06	1.2300450862312573e-06	5.305936156219104e-06	2.2031242679076968e-06	5.4316901696438435e-06
FullTest_Final.txt	Uh, one of 'em was my older brother, I mean.	7.382146577583626e-06	1.4786701285629533e-06	2.8757167456205934e-06	2.7654525638354244e-06	3.2102868772199145e-06	3.0114954370219493e-06	1.4098619658398093e-06	1.63502522809722e-06	5.981492904538754e-06	2.1389630546764238e-06	2.3241727831191383e-06	6.060975465516094e-06	2.7887399483006448e-06	2.163433782698121e-05	3.001016466441797e-06	2.3132820388127584e-06	1.2120599421905354e-06
FullTest_Final.txt	But I think my personality was to- I learned from what- my brother not to do.	1.508412310613494e-06	3.973104412580142e-06	1.8602788713906193e-06	1.2050628356519155e-05	1.082945800590096e-06	1.2070237289663055e-06	2.059957978417515e-06	7.201411449386796e-07	0.00016314438835252076	1.1606284715526272e-06	5.3263224799593445e-06	3.2953421396086924e-06	2.859915366570931e-05	3.5574566936702468e-06	2.36950404541858e-06	1.0783329571495415e-06	3.5539401324058417e-06
FullTest_Final.txt	I mean, that's the only thing I can say he ever taught me was- All the wrong he done I didn't wanna dabble in it.	6.185565143823624e-05	0.0001448697003070265	0.00011346968676662073	6.12380972597748e-05	0.9995216131210327	5.264373612590134e-05	0.000131953987875022	9.614090959075838e-05	0.000164062759722583	8.128675835905597e-05	9.617207979317755e-05	8.624998736195266e-05	0.00010233360808342695	0.0001122162357205525	0.00012652752047870308	8.867529686540365e-05	0.00014964349975343794
FullTest_Final.txt	And plus I was scared of my mother so I- Yeah cause- I mean, growing up on Bruce Place, um, it was pretty m- It's five of us, it was five of us.	2.120201543220901e-06	3.996688519691816e-06	1.2229603498781216e-06	1.5690945929236477e-06	2.31379840442969e-06	5.883779522264376e-06	1.1621169733189163e-06	1.955284915311495e-06	7.151824320317246e-06	1.3382314136833884e-06	1.574255179548345e-06	4.784109023603378e-06	5.592150500888238e-06	3.678076245705597e-05	1.2548028280434664e-05	1.4537948800352751e-06	2.491701934559387e-06
FullTest_Final.txt	I have, um, a older brother, a younger brother, and a younger sister, but my older sister passed like, two thousand two.	4.231565526424674e-06	1.0992447641910985e-05	4.630885996448342e-06	1.1171099686180241e-05	3.006479346367996e-06	8.659894774609711e-06	2.4361925170524046e-06	1.4485400470221066e-06	1.392637386743445e-05	4.8303199946531095e-06	2.899789024013444e-06	5.563468221225776e-06	8.241328032454476e-06	3.910179202648578e-06	0.010212398134171963	4.421811809152132e-06	3.525120064296061e-06
FullTest_Final.txt	But, um, it was pretty much my mom.	1.248515104634862e-06	7.743358764855657e-06	1.2745135791192297e-06	2.054121750916238e-06	4.456862370716408e-06	4.35403444498661e-06	1.3340201121536666e-06	1.0851260867639212e-06	4.902307864540489e-06	1.4865967159494176e-06	1.6561169786655228e-06	3.023169483640231e-06	2.920467750300304e-06	1.078862896974897e-05	4.148160769545939e-06	2.1883927274757298e-06	2.6163111215282697e-06
FullTest_Final.txt	She was mom and dad at the same time.	4.673945113609079e-06	2.7170608518645167e-06	2.8198558084113756e-06	1.5947483689160435e-06	1.2264795259397943e-06	6.451392891904106e-06	1.3662167930306168e-06	1.7879349343274953e-06	5.0634253057069145e-06	1.2499482409111806e-06	2.1856521925656125e-06	2.5193810415657936e-06	5.727134066546569e-06	1.6266474631265737e-05	5.008053449273575e-06	1.8135949630959658e-06	2.2235417418414727e-06
FullTest_Final.txt	And growing up in- in that neighborhood, I mean, that was around the time, of course, no electronics at all.	7.425142598549428e-07	2.5144820483546937e-06	2.845191147571313e-06	3.4570537081890507e-06	3.3060853183997096e-06	2.099440962410881e-06	1.5360726592916762e-06	1.4137032167127472e-06	3.176345126121305e-05	2.004302132263547e-06	3.631213985499926e-06	3.230033144063782e-06	3.02125545204035e-06	4.064903805556241e-06	4.57726218883181e-06	2.3460540887754178e-06	1.6719831137379515e-06
FullTest_Final.txt	We was outside, all day.	2.8298663892201148e-05	4.077708945260383e-05	2.5996969270636328e-05	3.3348671422572806e-05	2.802048038574867e-05	3.3445456210756674e-05	3.5973062040284276e-05	3.1230549211613834e-05	2.896447949751746e-05	1.799250821932219e-05	2.6779238396557048e-05	4.126119893044233e-05	5.8268033171771094e-05	0.9985635876655579	6.781718548154458e-05	3.54395633621607e-05	0.00011783252557506785
FullTest_Final.txt	I mean, it was violence in the- the neighborhood, so to speak.	2.0846214283665176e-06	7.1427384682465345e-06	1.6084353546830243e-06	4.184728368272772e-06	2.150080717910896e-06	1.5868715763645014e-06	1.493954300713085e-06	8.738273322705936e-07	1.1855128832394257e-05	1.4695422123622848e-06	2.6304464881832246e-06	1.4918714441591874e-06	4.801203431270551e-06	1.566506216477137e-05	3.493620397421182e-06	1.4606489457946736e-06	2.6750569759315113e-06
FullTest_Final.txt	Whereas that's what everybody was- I guess the gang thing was more so more fighting than shooting.	5.2257903007557616e-05	2.7867703465744853e-05	4.591957986121997e-05	3.911998646799475e-05	6.535959255415946e-05	5.685551150236279e-05	2.091856367769651e-05	3.410853605601005e-05	5.361470903153531e-05	4.473039734875783e-05	5.89270748605486e-05	1.6330308426404372e-05	7.622457633260638e-05	0.8632040023803711	4.764659752254374e-05	4.055754834553227e-05	0.994471549987793
FullTest_Final.txt	But, I mean, I never dabbled in- in, I- I never felt the need to.	1.3113705108480644e-06	1.1047474117731326e-06	3.3141982385131996e-06	3.017575636476977e-06	3.0158723802742315e-06	2.035009856626857e-05	3.819615358224837e-06	1.8447921092956676e-06	0.0010360789019614458	8.536420637028641e-07	7.464834652637364e-06	5.291419256536756e-06	2.7040430268243654e-06	1.0248099897580687e-06	7.013342838035896e-06	3.4569150102470303e-06	9.820179229791393e-07
FullTest_Final.txt	I never wanted to.	2.941989123428357e-06	6.363860052260861e-07	4.664589596359292e-06	1.1127802963528666e-06	2.538937451390666e-06	2.2129052013042383e-06	2.2330918909574393e-06	1.3458180546876974e-05	0.0002459843526594341	1.4649791637566523e-06	1.5674728274461813e-05	2.287777533638291e-06	2.3285897441382986e-06	1.0183448466705158e-06	1.9080825950368308e-06	1.0932178156508598e-05	2.92431059278897e-06
FullTest_Final.txt	But I think that it's a lot of things that I know I wanted as a child, but I was satisfied with the things that I had because I saw at a early age that my mother was busting her tail to support all of us by herself, so.	4.297054601920536e-06	1.2715585171463317e-06	3.2505365652468754e-06	3.975829713454004e-06	2.2545482352143154e-06	1.0277539331582375e-05	2.0526745174720418e-06	3.0934097594581544e-06	5.6376557040493935e-06	1.280676315218443e-06	2.397787284280639e-06	5.019845502829412e-06	5.94172888668254e-06	9.427116310689598e-06	4.2835858948819805e-06	6.233079602679936e-06	4.289014214009512e-06
FullTest_Final.txt	I mean, I t- that was enough for me.	1.3233849358584848e-06	1.924976459122263e-06	2.9911359433754114e-06	2.415777771602734e-06	6.864835995656904e-06	3.4046645396301756e-06	8.926601822167868e-07	3.09358961203543e-06	6.008111085975543e-06	1.4013953659741674e-06	1.3585549822892062e-06	3.8014234178262996e-06	3.142555442536832e-06	1.9543322196113877e-05	5.989609235257376e-06	3.739424209925346e-05	2.5630461095715873e-06
FullTest_Final.txt	Uh, f- uh, uh, basketball, football, tag, um, I was more- more so into sports.	1.2396783404255984e-06	4.265494226274313e-06	4.3280651880195364e-06	1.8068898270939826e-06	2.24172072194051e-06	6.529443453473505e-06	1.3107866152495262e-06	3.680448799059377e-06	5.9850303841813e-06	1.2984914974367712e-06	1.6984281501208898e-06	1.8309909819436143e-06	4.732427896669833e-06	5.4291108426696155e-06	5.4602760428679176e-06	2.782117462629685e-06	1.4890429156366736e-06
FullTest_Final.txt	But sports, anything then was sports.	1.8955878431370365e-06	4.852033271163236e-06	3.1343663522420684e-06	4.572671969071962e-06	2.193104137404589e-06	1.1850535202029278e-06	1.736744479785557e-06	2.486209268681705e-06	3.964452389482176e-06	2.8540912353491876e-06	1.707469209577539e-06	2.508759735064814e-06	2.260345809190767e-06	0.00022064485528972	1.960021336344653e-06	1.472360395382566e-06	2.15422255678277e-06
FullTest_Final.txt	And I think back then it was a lot of rec centers we can go to.	1.8755666815195582e-06	1.695316200311936e-06	2.2125252598925726e-06	2.578171915956773e-06	2.736222768362495e-06	3.2630937312205788e-06	1.7832689991337247e-06	4.177642495051259e-06	6.009990556776756e-06	1.786741790965607e-06	1.8260072920384118e-06	2.4799269340292085e-06	3.05632079289353e-06	3.971589194406988e-06	4.174006335233571e-06	2.71723183686845e-06	2.0454890545806848e-06
FullTest_Final.txt	Um, of course the Boys and Girls Club.	5.358241196518065e-06	4.612893462763168e-05	2.7887690521311015e-06	2.3461882392439293e-06	8.11914105725009e-07	3.1339088764070766e-06	1.4675171087219496e-06	1.2753793043884798e-06	6.655729521298781e-06	1.491672264819499e-06	1.9936076114390744e-06	1.377468038299412e-06	1.0058101906906813e-05	2.013275434364914e-06	3.0940116175770527e-06	2.111353524014703e-06	1.8913083295046818e-06
FullTest_Final.txt	Um, I don't know if you remember, it was a o- o- a organization called OSAY.	3.8917455640330445e-06	1.0527996892051306e-05	2.196727336922777e-06	3.384477167855948e-06	1.61879938787024e-06	5.059032901044702e-06	7.262864301083027e-07	1.54910833316535e-06	5.9004287322750315e-06	1.610547201380541e-06	1.6957010302576236e-06	2.8606696105271112e-06	5.133527793077519e-06	7.32143098503002e-06	7.512054253311362e-06	1.9597634945967e-06	1.0072126315208152e-06
FullTest_Final.txt	I can't remember what it stands for but it was like a- um, it was similar to the Boys and Girls Club.	1.951616650330834e-05	0.00027948152273893356	2.1675641619367525e-06	3.4151162253692746e-06	3.7868846902711084e-06	3.1014030810183613e-06	2.0805975964321988e-06	4.412035195855424e-06	1.616844929230865e-05	9.194523954647593e-06	4.143084424867993e-06	2.3790821614966262e-06	1.3984307770442683e-05	7.506286783609539e-05	6.066897185519338e-06	2.836153726093471e-06	0.11936824768781662
FullTest_Final.txt	Whereas though after school you go there to do activities they involved you in sports, we went fishing.	3.401516551093664e-06	1.1139261005155277e-05	3.435500047999085e-06	1.5996531601558672e-06	2.261708459627698e-06	3.596748683776241e-06	3.8908842725504655e-06	8.611515909251466e-07	5.229737325862516e-06	9.481976235292677e-07	2.0098300410609227e-06	1.8667674339667428e-06	6.114363714004867e-06	9.672084161138628e-06	8.123717634589411e-06	2.9557297693827422e-06	1.3976341506349854e-06
FullTest_Final.txt	And it faded out cause I think it was funded by the- um, the government.	1.0067622042697622e-06	2.8712579478451516e-06	3.897193892044015e-06	2.2452575194620294e-06	5.193227480049245e-06	5.992517344566295e-06	1.049732190949726e-06	8.350851317118213e-07	1.4358425687532872e-05	1.7143416926046484e-06	1.9661733858811203e-06	3.006826091223047e-06	2.8054089398210635e-06	3.515468506520847e-06	4.197874204692198e-06	3.1613178634870565e-06	1.8306138827028917e-06
