experiment_condition,idx,sentence,zero-poss,zero-copula,double-tense,be-construction,resultant-done,finna,come,double-modal,multiple-neg,neg-inversion,n-inv-neg-concord,aint,zero-3sg-pres-s,is-was-gen,zero-pl-s,double-object,wh-qu1,wh-qu2,existential-it,demonstrative-them,appositive-pleonastic-pronoun,bin,verb-stem,past-tense-swap,zero-rel-pronoun,preterite-had,bare-got,source_filename
FSCOT_CTX_legit_labels,10,"Because I always knew I can cook cause my mother's from the south, so.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,11,Her southern cooking and my city met.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,12,"But how it happened was, a friend knew I could cook and wanted me to cook for her- her grandmother's repass.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,13,I was doing it as a favor.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,14,"Um, but when I was packing up and leaving, her mom came to me and then was like, um, hold on I got something for you.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,15,She was handing me some money.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,16,"I was like, no it was a favor for your daughter.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,17,"She was like, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,18,"Um, take this because you did a good job.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,19,"And then a lot of her family members were aksing me, well you have any business cards?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,20,"I was like, what, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,21,Cause I- I don't do this r- I don't do this on a regular basis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,22,"So, um, after that, I got to thinking, I said, maybe I should.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,23,"So, I think she had another event like a birthday party and I came with business cards after I did the party and I passed them out.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,24,"And I guess word got out through them, they passed on cards to other individuals.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,25,Other people started finding out I can cook so I been doing it for like the last four years.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,26,And this was something I had never really initially wanted to do on my own.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,27,That's all it takes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,28,"Uh, my mother was born in Chester, South Carolina.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,29,"My dad was born in Charlotte, North Carolina.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,30,"Uh, my mother sh- when she was- start working she was a, um, assistant director of housekeeping for Marriott.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,31,"Dad was if it was a title, Jack of all trades.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,32,"He did construction, um, and dad worked in maintenance as well.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,33,"Um, l- looking at it I'll just say from other individuals from the outside, I mean, to them, it look- they I guess would see that as a bad neighborhood.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,34,"Of course growing up in what they call like, the crack era which is, you know, from the eighties, mid-eighties on, um, I wasn't really exposed to that.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,35,"I mean I had a lot of friends growing up that were I guess you would say selling drugs or in the streets, but.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,36,"Uh, one of 'em was my older brother, I mean.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,37,But I think my personality was to- I learned from what- my brother not to do.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,38,"I mean, that's the only thing I can say he ever taught me was- All the wrong he done I didn't wanna dabble in it.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,39,"And plus I was scared of my mother so I- Yeah cause- I mean, growing up on Bruce Place, um, it was pretty m- It's five of us, it was five of us.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,40,"I have, um, a older brother, a younger brother, and a younger sister, but my older sister passed like, two thousand two.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,41,"But, um, it was pretty much my mom.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,42,She was mom and dad at the same time.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,43,"And growing up in- in that neighborhood, I mean, that was around the time, of course, no electronics at all.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,44,"We was outside, all day.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,45,"I mean, it was violence in the- the neighborhood, so to speak.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,46,Whereas that's what everybody was- I guess the gang thing was more so more fighting than shooting.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,47,"But, I mean, I never dabbled in- in, I- I never felt the need to.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,48,I never wanted to.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,49,"But I think that it's a lot of things that I know I wanted as a child, but I was satisfied with the things that I had because I saw at a early age that my mother was busting her tail to support all of us by herself, so.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,50,"I mean, I t- that was enough for me.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,51,"Uh, f- uh, uh, basketball, football, tag, um, I was more- more so into sports.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,52,"But sports, anything then was sports.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,53,And I think back then it was a lot of rec centers we can go to.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,54,"Um, of course the Boys and Girls Club.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,55,"Um, I don't know if you remember, it was a o- o- a organization called OSAY.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,56,"I can't remember what it stands for but it was like a- um, it was similar to the Boys and Girls Club.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,57,"Whereas though after school you go there to do activities they involved you in sports, we went fishing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,58,"And it faded out cause I think it was funded by the- um, the government.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,59,"I think it's a organization that, um, Marion Barry was affiliated with as well.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,60,So it was r- pretty much in like the DC- DC area.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,61,"Um, that was pretty much it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,62,"I mean, and as far as activities we played tag, football, basketball.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,63,"Um, or in somebody yard doing something playing music or something.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,64,"I mean, because that was when I guess, y- if you- if- if you in a- like a closed in like, neighborhood, um, you knew everybody on the entire street.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,65,And everybody mom knew you on the entire street.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,66,"So we- if you did something out of order, you got c- you got corrected from them and when you got home from your mother.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,67,But it- it was more activities then.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,68,"Um, involved in interaction with other individuals yeah, where as though now, you got your phone, or computer or laptop, you fine as a child.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,69,We didn't have that.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,70,So we had to make up stuff to do.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,71,"Sit on a- um, somebody's porch playing that's my car.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,72,"It- when you decide to be bad, you w- I remember one time I did get in trouble.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,73,"It was like a wooded area we went up, it was like on a hill.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,74,We rolled evr- We used to roll tires down the hill into the street.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
FSCOT_CTX_legit_labels,75,I know it was- I know it was wrong.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI4_FSCOT_CTX_legit_labels_predictions.csv
