feature,feature_set,ctx,instr,d_precision_Leg_minus_noLeg,d_recall_Leg_minus_noLeg,d_f1_Leg_minus_noLeg
be-construction,25,noCTX,FS,0.0,0.0,0.0
be-construction,25,noCTX,FScot,0.0,0.0,0.0
be-construction,25,noCTX,ZS,0.0,0.0,0.0
be-construction,25,noCTX,ZScot,0.0,0.0,0.0
bin,25,CTX1t,FS,0.0,0.0,0.0
bin,25,CTX1t,FScot,0.0,0.0,0.0
bin,25,CTX1t,ZS,0.0,0.0,0.0
bin,25,CTX1t,ZScot,0.0,0.0,0.0
bin,25,noCTX,FS,0.0,0.0,0.0
bin,25,noCTX,FScot,0.0,0.0,0.0
bin,25,noCTX,ZS,0.0,0.0,0.0
bin,25,noCTX,ZScot,0.0,0.0,0.0
demonstrative-them,25,CTX1t,FS,0.0,0.0,0.0
demonstrative-them,25,CTX1t,FScot,0.0,0.0,0.0
demonstrative-them,25,CTX1t,ZS,0.0,0.0,0.0
demonstrative-them,25,CTX1t,ZScot,0.0,0.0,0.0
demonstrative-them,25,noCTX,FS,0.0,0.0,0.0
demonstrative-them,25,noCTX,FScot,0.0,0.0,0.0
demonstrative-them,25,noCTX,ZS,0.0,0.0,0.0
demonstrative-them,25,noCTX,ZScot,0.0,0.0,0.0
double-object,25,CTX1t,FS,0.0,0.0,0.0
double-object,25,CTX1t,FScot,-0.25,0.0,-0.1071428571428571
double-object,25,CTX1t,ZS,-0.25,0.0,-0.1071428571428571
double-object,25,CTX1t,ZScot,0.0,0.0,0.0
double-object,25,noCTX,FS,0.0,0.0,0.0
double-object,25,noCTX,FScot,0.0,0.0,0.0
double-object,25,noCTX,ZS,0.0,0.08333333333333337,0.05714285714285705
double-object,25,noCTX,ZScot,0.0,0.0,0.0
existential-it,25,CTX1t,FS,-0.0785185185185186,-0.06666666666666665,-0.08095238095238089
existential-it,25,CTX1t,FScot,-0.08172147001934238,-0.06666666666666665,-0.08037908037908037
existential-it,25,CTX1t,ZS,0.03014184397163122,0.06666666666666665,0.042624042624042624
existential-it,25,CTX1t,ZScot,0.022644927536231818,0.0,0.01686909581646423
existential-it,25,noCTX,FS,-0.036363636363636376,0.07619047619047625,-0.007843137254901933
existential-it,25,noCTX,FScot,0.06596452328159641,0.033333333333333326,0.056718690521507464
existential-it,25,noCTX,ZS,-0.042046605876393084,0.003694581280788145,-0.03007518796992481
existential-it,25,noCTX,ZScot,0.10707364341085268,0.06666666666666665,0.09870038637161915
is-was-gen,25,CTX1t,FS,0.024193548387096753,-0.031746031746031744,0.0
is-was-gen,25,CTX1t,FScot,-0.07115749525616688,0.0,-0.041006014215418274
is-was-gen,25,CTX1t,ZS,-0.08294930875576034,0.0,-0.04514106583072097
is-was-gen,25,CTX1t,ZScot,0.03125,0.03571428571428581,0.033333333333333326
is-was-gen,25,noCTX,FS,-0.022727272727272707,-0.06593406593406603,-0.04070096099491238
is-was-gen,25,noCTX,FScot,-0.03125,-0.03571428571428581,-0.033333333333333326
is-was-gen,25,noCTX,ZS,0.015572858731924377,0.042735042735042694,0.027586206896551668
is-was-gen,25,noCTX,ZScot,0.03125,0.03571428571428581,0.033333333333333326
multiple-neg,25,CTX1t,FS,0.09084249084249085,-0.029356060606060552,0.038525269262634665
multiple-neg,25,CTX1t,FScot,0.027629233511586526,0.0,0.014020805065581232
multiple-neg,25,CTX1t,ZS,-0.005398110661268496,-0.03125,-0.01609657947686116
multiple-neg,25,CTX1t,ZScot,-0.06486486486486487,0.0,-0.03757338551859102
multiple-neg,25,noCTX,FS,-0.019305019305019266,0.0018939393939394478,-0.009808102345415848
multiple-neg,25,noCTX,FScot,0.055462184873949605,0.030303030303030276,0.043459174714661986
multiple-neg,25,noCTX,ZS,0.0,0.0,0.0
multiple-neg,25,noCTX,ZScot,-0.02204836415362732,0.0,-0.01247484909456742
n-inv-neg-concord,25,CTX1t,FS,0.0,0.0,0.0
n-inv-neg-concord,25,CTX1t,FScot,0.0,0.0,0.0
n-inv-neg-concord,25,CTX1t,ZScot,0.0,0.0,0.0
n-inv-neg-concord,25,noCTX,FS,-1.0,-1.0,-1.0
n-inv-neg-concord,25,noCTX,FScot,0.0,0.0,0.0
n-inv-neg-concord,25,noCTX,ZS,-1.0,-1.0,-1.0
n-inv-neg-concord,25,noCTX,ZScot,0.0,0.0,0.0
neg-inversion,25,CTX1t,FS,0.0,0.0,0.0
neg-inversion,25,CTX1t,FScot,0.0,0.0,0.0
neg-inversion,25,CTX1t,ZS,0.0,0.0,0.0
neg-inversion,25,CTX1t,ZScot,0.0,0.0,0.0
neg-inversion,25,noCTX,FS,0.0,0.0,0.0
neg-inversion,25,noCTX,FScot,0.0,0.0,0.0
neg-inversion,25,noCTX,ZS,0.0,0.0,0.0
neg-inversion,25,noCTX,ZScot,0.0,0.0,0.0
past-tense-swap,25,CTX1t,FS,-0.11228070175438598,-0.0714285714285714,-0.09458128078817735
past-tense-swap,25,CTX1t,FScot,-0.00512820512820511,0.05882352941176472,0.033333333333333326
past-tense-swap,25,CTX1t,ZS,-0.08333333333333337,0.06666666666666665,-0.002389486260453988
past-tense-swap,25,CTX1t,ZScot,0.09583333333333333,0.05882352941176472,0.07575757575757575
past-tense-swap,25,noCTX,FS,-0.07179487179487176,-0.029166666666666674,-0.04838709677419356
past-tense-swap,25,noCTX,FScot,0.0,0.05882352941176472,0.03323558162267842
past-tense-swap,25,noCTX,ZS,-0.2606060606060606,-0.033333333333333326,-0.12592592592592589
past-tense-swap,25,noCTX,ZScot,0.0,0.0,0.0
preterite-had,25,CTX1t,FS,0.0,0.3,0.3333333333333333
preterite-had,25,CTX1t,FScot,-0.6666666666666667,-0.5,-0.5777777777777778
preterite-had,25,CTX1t,ZS,-0.5,-0.25,-0.3333333333333333
preterite-had,25,CTX1t,ZScot,0.0,0.0,0.0
preterite-had,25,noCTX,FS,-0.6666666666666666,-0.4,-0.5
preterite-had,25,noCTX,FScot,0.16666666666666663,0.16666666666666666,0.19444444444444442
preterite-had,25,noCTX,ZS,0.5,0.16666666666666669,0.2666666666666666
preterite-had,25,noCTX,ZScot,0.25,0.16666666666666666,0.2
resultant-done,25,CTX1t,FS,0.0,0.0,0.0
resultant-done,25,CTX1t,FScot,0.0,0.0,0.0
resultant-done,25,CTX1t,ZS,0.0,0.0,0.0
resultant-done,25,CTX1t,ZScot,0.0,0.0,0.0
resultant-done,25,noCTX,FS,0.0,0.0,0.0
resultant-done,25,noCTX,FScot,0.0,0.0,0.0
resultant-done,25,noCTX,ZS,0.0,0.0,0.0
resultant-done,25,noCTX,ZScot,0.0,0.0,0.0
verb-stem,25,CTX1t,FS,-0.13810741687979539,0.0,-0.06153846153846154
verb-stem,25,CTX1t,FScot,0.050000000000000044,0.12,0.0888888888888889
verb-stem,25,CTX1t,ZS,0.0,-0.015151515151515138,-0.009957325746799472
verb-stem,25,CTX1t,ZScot,0.011961722488038229,-0.03999999999999998,-0.01934235976789167
verb-stem,25,noCTX,FS,0.1298076923076923,0.10119047619047622,0.11470588235294116
verb-stem,25,noCTX,FScot,0.09401709401709402,-0.03999999999999998,-0.0036719706242350214
verb-stem,25,noCTX,ZS,0.14285714285714285,-0.018939393939393923,0.01633986928104575
verb-stem,25,noCTX,ZScot,-0.02573529411764708,0.0,-0.008130081300813052
zero-3sg-pres-s,25,CTX1t,FS,-0.019519519519519468,-0.02620967741935487,-0.02249621457927753
zero-3sg-pres-s,25,CTX1t,FScot,0.038610038610038644,0.0,0.021630975556997667
zero-3sg-pres-s,25,CTX1t,ZS,-0.05258467023172897,-0.032258064516129115,-0.043269230769230727
zero-3sg-pres-s,25,CTX1t,ZScot,0.02777777777777779,0.03125,0.02941176470588236
zero-3sg-pres-s,25,noCTX,FS,-0.04729729729729726,-0.032258064516129004,-0.041264266900790214
zero-3sg-pres-s,25,noCTX,FScot,0.016081871345029253,0.0625,0.03613445378151259
zero-3sg-pres-s,25,noCTX,ZS,0.035285285285285295,0.09354838709677427,0.05970149253731338
zero-3sg-pres-s,25,noCTX,ZScot,0.007422402159244279,0.03125,0.017303822937625668
zero-copula,25,CTX1t,FS,0.01352657004830915,0.0,0.010090090090090098
zero-copula,25,CTX1t,FScot,0.006565919749869753,-0.049180327868852514,-0.009496676163342821
zero-copula,25,CTX1t,ZS,-0.06064016004000994,-0.0008474576271185752,-0.043979812545061336
zero-copula,25,CTX1t,ZScot,0.06848881384550443,0.0,0.05172963494340832
zero-copula,25,noCTX,FS,0.09297912713472489,0.017504862461794946,0.07191780821917804
zero-copula,25,noCTX,FScot,0.006287363430220627,0.0,0.004795597484276826
zero-copula,25,noCTX,ZS,-0.0034870205346764216,0.0008196721311475308,-0.002176870748299309
zero-copula,25,noCTX,ZScot,0.0041180507892930596,0.016393442622950727,0.008127356514453288
zero-pl-s,25,CTX1t,FS,0.2333333333333334,0.33333333333333337,0.28787878787878796
zero-pl-s,25,CTX1t,FScot,0.02857142857142858,-0.16666666666666663,-0.06993006993007
zero-pl-s,25,CTX1t,ZS,-0.15000000000000002,0.0,-0.054545454545454564
zero-pl-s,25,CTX1t,ZScot,0.0,0.0,0.0
zero-pl-s,25,noCTX,FS,0.0,0.0,0.0
zero-pl-s,25,noCTX,FScot,0.0,0.0,0.0
zero-pl-s,25,noCTX,ZS,0.0,0.0,0.0
zero-pl-s,25,noCTX,ZScot,0.08333333333333337,-0.16666666666666663,-0.06666666666666665
zero-poss,25,CTX1t,FS,-0.03896103896103886,0.15000000000000002,0.07672634271099743
zero-poss,25,CTX1t,FScot,-0.06666666666666665,0.08333333333333337,0.015151515151515138
zero-poss,25,CTX1t,ZS,0.05128205128205121,0.0,0.026666666666666616
zero-poss,25,CTX1t,ZScot,-0.15000000000000002,0.0,-0.06818181818181823
zero-poss,25,noCTX,FS,-0.05769230769230771,-0.06818181818181823,-0.06260869565217397
zero-poss,25,noCTX,FScot,0.08181818181818179,0.0,0.035573122529644285
zero-poss,25,noCTX,ZS,0.09090909090909094,0.08333333333333337,0.08695652173913049
zero-poss,25,noCTX,ZScot,-0.050000000000000044,0.08333333333333337,0.022727272727272707
zero-rel-pronoun,25,CTX1t,FS,0.41666666666666663,0.02773109243697479,0.05263157894736842
zero-rel-pronoun,25,CTX1t,FScot,0.09999999999999998,0.001422475106685639,0.004537719795802614
zero-rel-pronoun,25,CTX1t,ZS,-0.16666666666666663,0.0032679738562091526,0.0026990553306342757
zero-rel-pronoun,25,CTX1t,ZScot,0.09999999999999998,0.0,0.0022148394241417457
zero-rel-pronoun,25,noCTX,FS,0.0,0.0017316017316017333,0.0027720027720027768
zero-rel-pronoun,25,noCTX,FScot,0.09999999999999998,0.0,0.0022148394241417457
zero-rel-pronoun,25,noCTX,ZS,0.5,0.0017316017316017333,0.004769475357710648
zero-rel-pronoun,25,noCTX,ZScot,-0.15000000000000002,-0.02631578947368421,-0.04540420819490587
