model,feature,accuracy,precision,recall,f1,TP,FP,FN,TN,n_sentences
GPT41_FS_CTX1t_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_FS_CTX1t_noLeg,zero-3sg-pres-s,0.9801587301587301,0.5365853658536586,0.9565217391304348,0.6875,22,19,1,966,1008
GPT41_FS_CTX1t_noLeg,is-was-gen,0.9871031746031746,0.7058823529411765,0.8888888888888888,0.7868852459016393,24,10,3,971,1008
GPT41_FS_CTX1t_noLeg,zero-pl-s,0.996031746031746,0.5,1.0,0.6666666666666666,4,4,0,1000,1008
GPT41_FS_CTX1t_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FS_CTX1t_noLeg,existential-it,0.9732142857142857,0.425,0.8095238095238095,0.5573770491803278,17,23,4,964,1008
GPT41_FS_CTX1t_noLeg,demonstrative-them,0.998015873015873,0.5,1.0,0.6666666666666666,2,2,0,1004,1008
GPT41_FS_CTX1t_noLeg,appositive-pleonastic-pronoun,0.9821428571428571,0.46153846153846156,0.75,0.5714285714285714,12,14,4,978,1008
GPT41_FS_CTX1t_noLeg,bin,0.9990079365079365,1.0,0.9230769230769231,0.96,12,0,1,995,1008
GPT41_FS_CTX1t_noLeg,verb-stem,0.9682539682539683,0.16666666666666666,0.08333333333333333,0.1111111111111111,2,10,22,974,1008
GPT41_FS_CTX1t_noLeg,past-tense-swap,0.9851190476190477,0.375,0.5454545454545454,0.4444444444444444,6,10,5,987,1008
GPT41_FS_CTX1t_noLeg,zero-rel-pronoun,0.9543650793650794,0.043478260869565216,0.5,0.08,2,44,2,960,1008
GPT41_FS_CTX1t_noLeg,preterite-had,0.9920634920634921,0.45454545454545453,0.7142857142857143,0.5555555555555556,5,6,2,995,1008
GPT41_FS_CTX1t_noLeg,bare-got,0.9900793650793651,0.8571428571428571,0.6,0.7058823529411765,12,2,8,986,1008
GPT41_FS_CTX2t_Leg,zero-poss,0.9771825396825397,0.2903225806451613,0.9,0.43902439024390244,9,22,1,976,1008
GPT41_FS_CTX2t_Leg,zero-copula,0.9603174603174603,0.5689655172413793,0.6875,0.6226415094339622,33,25,15,935,1008
GPT41_FS_CTX2t_Leg,double-tense,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_FS_CTX2t_Leg,be-construction,0.9970238095238095,0.6,0.75,0.6666666666666666,3,2,1,1002,1008
GPT41_FS_CTX2t_Leg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
GPT41_FS_CTX2t_Leg,double-modal,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_FS_CTX2t_Leg,multiple-neg,0.9871031746031746,0.717948717948718,0.9333333333333333,0.8115942028985508,28,11,2,967,1008
GPT41_FS_CTX2t_Leg,neg-inversion,0.9970238095238095,0.0,0.0,0.0,0,2,1,1005,1008
GPT41_FS_CTX2t_Leg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_FS_CTX2t_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_FS_CTX2t_Leg,zero-3sg-pres-s,0.9791666666666666,0.5238095238095238,0.9565217391304348,0.676923076923077,22,20,1,965,1008
GPT41_FS_CTX2t_Leg,is-was-gen,0.9861111111111112,0.6857142857142857,0.8888888888888888,0.7741935483870968,24,11,3,970,1008
GPT41_FS_CTX2t_Leg,zero-pl-s,0.9970238095238095,0.5714285714285714,1.0,0.7272727272727273,4,3,0,1001,1008
GPT41_FS_CTX2t_Leg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FS_CTX2t_Leg,existential-it,0.9692460317460317,0.375,0.7142857142857143,0.4918032786885246,15,25,6,962,1008
GPT41_FS_CTX2t_Leg,demonstrative-them,0.998015873015873,0.5,1.0,0.6666666666666666,2,2,0,1004,1008
GPT41_FS_CTX2t_Leg,appositive-pleonastic-pronoun,0.9831349206349206,0.48,0.75,0.5853658536585366,12,13,4,979,1008
GPT41_FS_CTX2t_Leg,bin,0.998015873015873,1.0,0.8461538461538461,0.9166666666666666,11,0,2,995,1008
GPT41_FS_CTX2t_Leg,verb-stem,0.9672619047619048,0.09090909090909091,0.041666666666666664,0.05714285714285714,1,10,23,974,1008
GPT41_FS_CTX2t_Leg,past-tense-swap,0.9841269841269841,0.3333333333333333,0.45454545454545453,0.38461538461538464,5,10,6,987,1008
GPT41_FS_CTX2t_Leg,zero-rel-pronoun,0.9464285714285714,0.037037037037037035,0.5,0.06896551724137931,2,52,2,952,1008
GPT41_FS_CTX2t_Leg,preterite-had,0.9910714285714286,0.4,0.5714285714285714,0.47058823529411764,4,6,3,995,1008
GPT41_FS_CTX2t_Leg,bare-got,0.9920634920634921,1.0,0.6,0.75,12,0,8,988,1008
GPT41_FS_CTX2t_noLeg,zero-poss,0.9781746031746031,0.2857142857142857,0.8,0.42105263157894735,8,20,2,978,1008
GPT41_FS_CTX2t_noLeg,zero-copula,0.9593253968253969,0.5614035087719298,0.6666666666666666,0.6095238095238096,32,25,16,935,1008
GPT41_FS_CTX2t_noLeg,double-tense,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_FS_CTX2t_noLeg,be-construction,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FS_CTX2t_noLeg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
GPT41_FS_CTX2t_noLeg,double-modal,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_FS_CTX2t_noLeg,multiple-neg,0.9910714285714286,0.7837837837837838,0.9666666666666667,0.8656716417910447,29,8,1,970,1008
GPT41_FS_CTX2t_noLeg,neg-inversion,0.9970238095238095,0.0,0.0,0.0,0,2,1,1005,1008
GPT41_FS_CTX2t_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_FS_CTX2t_noLeg,zero-3sg-pres-s,0.9801587301587301,0.5365853658536586,0.9565217391304348,0.6875,22,19,1,966,1008
GPT41_FS_CTX2t_noLeg,is-was-gen,0.9851190476190477,0.6875,0.8148148148148148,0.7457627118644068,22,10,5,971,1008
GPT41_FS_CTX2t_noLeg,zero-pl-s,0.9950396825396826,0.42857142857142855,0.75,0.5454545454545454,3,4,1,1000,1008
GPT41_FS_CTX2t_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FS_CTX2t_noLeg,existential-it,0.9692460317460317,0.3684210526315789,0.6666666666666666,0.4745762711864407,14,24,7,963,1008
GPT41_FS_CTX2t_noLeg,demonstrative-them,0.998015873015873,0.5,1.0,0.6666666666666666,2,2,0,1004,1008
GPT41_FS_CTX2t_noLeg,appositive-pleonastic-pronoun,0.9801587301587301,0.4230769230769231,0.6875,0.5238095238095238,11,15,5,977,1008
GPT41_FS_CTX2t_noLeg,bin,0.998015873015873,1.0,0.8461538461538461,0.9166666666666666,11,0,2,995,1008
GPT41_FS_CTX2t_noLeg,verb-stem,0.9702380952380952,0.2,0.08333333333333333,0.11764705882352941,2,8,22,976,1008
GPT41_FS_CTX2t_noLeg,past-tense-swap,0.9811507936507936,0.2777777777777778,0.45454545454545453,0.3448275862068966,5,13,6,984,1008
GPT41_FS_CTX2t_noLeg,zero-rel-pronoun,0.9543650793650794,0.043478260869565216,0.5,0.08,2,44,2,960,1008
GPT41_FS_CTX2t_noLeg,preterite-had,0.9940476190476191,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,3,3,998,1008
GPT41_FS_CTX2t_noLeg,bare-got,0.9890873015873016,0.8,0.6,0.6857142857142857,12,3,8,985,1008
GPT41_FS_noCTX_Leg,zero-poss,0.9811507936507936,0.3333333333333333,0.9,0.4864864864864865,9,18,1,980,1008
GPT41_FS_noCTX_Leg,zero-copula,0.9632936507936508,0.6078431372549019,0.6458333333333334,0.6262626262626263,31,20,17,940,1008
GPT41_FS_noCTX_Leg,double-tense,0.998015873015873,0.0,0.0,0.0,0,2,0,1006,1008
GPT41_FS_noCTX_Leg,be-construction,0.998015873015873,1.0,0.5,0.6666666666666666,2,0,2,1004,1008
GPT41_FS_noCTX_Leg,resultant-done,0.9990079365079365,0.75,1.0,0.8571428571428571,3,1,0,1004,1008
GPT41_FS_noCTX_Leg,double-modal,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_FS_noCTX_Leg,multiple-neg,0.9930555555555556,0.8285714285714286,0.9666666666666667,0.8923076923076924,29,6,1,972,1008
GPT41_FS_noCTX_Leg,neg-inversion,0.9990079365079365,0.5,1.0,0.6666666666666666,1,1,0,1006,1008
GPT41_FS_noCTX_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_FS_noCTX_Leg,zero-3sg-pres-s,0.9801587301587301,0.5365853658536586,0.9565217391304348,0.6875,22,19,1,966,1008
GPT41_FS_noCTX_Leg,is-was-gen,0.9880952380952381,0.7419354838709677,0.8518518518518519,0.7931034482758621,23,8,4,973,1008
GPT41_FS_noCTX_Leg,zero-pl-s,0.998015873015873,0.6666666666666666,1.0,0.8,4,2,0,1002,1008
GPT41_FS_noCTX_Leg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FS_noCTX_Leg,existential-it,0.9712301587301587,0.4,0.7619047619047619,0.5245901639344263,16,24,5,963,1008
GPT41_FS_noCTX_Leg,demonstrative-them,0.9970238095238095,0.3333333333333333,0.5,0.4,1,2,1,1004,1008
GPT41_FS_noCTX_Leg,appositive-pleonastic-pronoun,0.9831349206349206,0.4782608695652174,0.6875,0.5641025641025641,11,12,5,980,1008
GPT41_FS_noCTX_Leg,bin,0.9990079365079365,1.0,0.9230769230769231,0.96,12,0,1,995,1008
GPT41_FS_noCTX_Leg,verb-stem,0.9672619047619048,0.2,0.125,0.15384615384615385,3,12,21,972,1008
GPT41_FS_noCTX_Leg,past-tense-swap,0.9871031746031746,0.4166666666666667,0.45454545454545453,0.43478260869565216,5,7,6,990,1008
GPT41_FS_noCTX_Leg,zero-rel-pronoun,0.9464285714285714,0.037037037037037035,0.5,0.06896551724137931,2,52,2,952,1008
GPT41_FS_noCTX_Leg,preterite-had,0.9930555555555556,0.5,0.5714285714285714,0.5333333333333333,4,4,3,997,1008
GPT41_FS_noCTX_Leg,bare-got,0.9920634920634921,0.875,0.7,0.7777777777777778,14,2,6,986,1008
GPT41_FS_noCTX_noLeg,zero-poss,0.9791666666666666,0.3103448275862069,0.9,0.46153846153846156,9,20,1,978,1008
GPT41_FS_noCTX_noLeg,zero-copula,0.9553571428571429,0.5254237288135594,0.6458333333333334,0.5794392523364486,31,28,17,932,1008
GPT41_FS_noCTX_noLeg,double-tense,0.998015873015873,0.0,0.0,0.0,0,2,0,1006,1008
GPT41_FS_noCTX_noLeg,be-construction,0.9970238095238095,0.6666666666666666,0.5,0.5714285714285714,2,1,2,1003,1008
GPT41_FS_noCTX_noLeg,resultant-done,0.9990079365079365,1.0,0.6666666666666666,0.8,2,0,1,1005,1008
GPT41_FS_noCTX_noLeg,multiple-neg,0.9900793650793651,0.7777777777777778,0.9333333333333333,0.8484848484848485,28,8,2,970,1008
GPT41_FS_noCTX_noLeg,neg-inversion,0.9970238095238095,0.25,1.0,0.4,1,3,0,1004,1008
GPT41_FS_noCTX_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_FS_noCTX_noLeg,zero-3sg-pres-s,0.9781746031746031,0.5121951219512195,0.9130434782608695,0.65625,21,20,2,965,1008
GPT41_FS_noCTX_noLeg,is-was-gen,0.9880952380952381,0.7272727272727273,0.8888888888888888,0.8,24,9,3,972,1008
GPT41_FS_noCTX_noLeg,zero-pl-s,0.9970238095238095,0.5714285714285714,1.0,0.7272727272727273,4,3,0,1001,1008
GPT41_FS_noCTX_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FS_noCTX_noLeg,existential-it,0.9652777777777778,0.3541666666666667,0.8095238095238095,0.4927536231884058,17,31,4,956,1008
GPT41_FS_noCTX_noLeg,demonstrative-them,0.996031746031746,0.3333333333333333,1.0,0.5,2,4,0,1002,1008
GPT41_FS_noCTX_noLeg,appositive-pleonastic-pronoun,0.9841269841269841,0.5,0.625,0.5555555555555556,10,10,6,982,1008
GPT41_FS_noCTX_noLeg,bin,0.996031746031746,1.0,0.6923076923076923,0.8181818181818182,9,0,4,995,1008
GPT41_FS_noCTX_noLeg,verb-stem,0.9672619047619048,0.2,0.125,0.15384615384615385,3,12,21,972,1008
GPT41_FS_noCTX_noLeg,past-tense-swap,0.9861111111111112,0.36363636363636365,0.36363636363636365,0.36363636363636365,4,7,7,990,1008
GPT41_FS_noCTX_noLeg,zero-rel-pronoun,0.9424603174603174,0.034482758620689655,0.5,0.06451612903225806,2,56,2,948,1008
GPT41_FS_noCTX_noLeg,preterite-had,0.9950396825396826,0.625,0.7142857142857143,0.6666666666666666,5,3,2,998,1008
GPT41_FS_noCTX_noLeg,bare-got,0.9910714285714286,0.8666666666666667,0.65,0.7428571428571429,13,2,7,986,1008
GPT41_FScot_CTX1t_Leg,zero-poss,0.9950396825396826,0.7777777777777778,0.7,0.7368421052631579,7,2,3,996,1008
GPT41_FScot_CTX1t_Leg,zero-copula,0.9672619047619048,0.631578947368421,0.75,0.6857142857142857,36,21,12,939,1008
GPT41_FScot_CTX1t_Leg,double-tense,0.998015873015873,0.0,0.0,0.0,0,2,0,1006,1008
GPT41_FScot_CTX1t_Leg,be-construction,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FScot_CTX1t_Leg,resultant-done,0.9990079365079365,0.75,1.0,0.8571428571428571,3,1,0,1004,1008
GPT41_FScot_CTX1t_Leg,multiple-neg,0.9940476190476191,0.875,0.9333333333333333,0.9032258064516129,28,4,2,974,1008
GPT41_FScot_CTX1t_Leg,neg-inversion,0.998015873015873,0.0,0.0,0.0,0,1,1,1006,1008
GPT41_FScot_CTX1t_Leg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_FScot_CTX1t_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_FScot_CTX1t_Leg,zero-3sg-pres-s,0.9801587301587301,0.5348837209302325,1.0,0.696969696969697,23,20,0,965,1008
GPT41_FScot_CTX1t_Leg,is-was-gen,0.996031746031746,0.896551724137931,0.9629629629629629,0.9285714285714286,26,3,1,978,1008
GPT41_FScot_CTX1t_Leg,zero-pl-s,0.9970238095238095,0.6,0.75,0.6666666666666666,3,2,1,1002,1008
GPT41_FScot_CTX1t_Leg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FScot_CTX1t_Leg,existential-it,0.9761904761904762,0.45714285714285713,0.7619047619047619,0.5714285714285714,16,19,5,968,1008
GPT41_FScot_CTX1t_Leg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
GPT41_FScot_CTX1t_Leg,appositive-pleonastic-pronoun,0.9841269841269841,0.5,0.6875,0.5789473684210527,11,11,5,981,1008
GPT41_FScot_CTX1t_Leg,bin,1.0,1.0,1.0,1.0,13,0,0,995,1008
GPT41_FScot_CTX1t_Leg,verb-stem,0.9702380952380952,0.125,0.041666666666666664,0.0625,1,7,23,977,1008
GPT41_FScot_CTX1t_Leg,past-tense-swap,0.9861111111111112,0.38461538461538464,0.45454545454545453,0.4166666666666667,5,8,6,989,1008
GPT41_FScot_CTX1t_Leg,zero-rel-pronoun,0.9623015873015873,0.05263157894736842,0.5,0.09523809523809523,2,36,2,968,1008
GPT41_FScot_CTX1t_Leg,preterite-had,0.9940476190476191,0.5555555555555556,0.7142857142857143,0.625,5,4,2,997,1008
GPT41_FScot_CTX1t_Leg,bare-got,0.9930555555555556,0.9333333333333333,0.7,0.8,14,1,6,987,1008
GPT41_FScot_CTX1t_noLeg,zero-poss,0.9906542056074766,0.5384615384615384,0.7,0.6086956521739131,7,6,3,947,963
GPT41_FScot_CTX1t_noLeg,zero-copula,0.9678089304257529,0.6415094339622641,0.7391304347826086,0.6868686868686869,34,19,12,898,963
GPT41_FScot_CTX1t_noLeg,be-construction,0.9968847352024922,0.5,0.3333333333333333,0.4,1,1,2,959,963
GPT41_FScot_CTX1t_noLeg,resultant-done,0.9989615784008308,0.6666666666666666,1.0,0.8,2,1,0,960,963
GPT41_FScot_CTX1t_noLeg,multiple-neg,0.9937694704049844,0.8709677419354839,0.9310344827586207,0.9,27,4,2,930,963
GPT41_FScot_CTX1t_noLeg,neg-inversion,0.9979231568016614,0.0,0.0,0.0,0,1,1,961,963
GPT41_FScot_CTX1t_noLeg,n-inv-neg-concord,0.9989615784008308,0.0,0.0,0.0,0,1,0,962,963
GPT41_FScot_CTX1t_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,956,963
GPT41_FScot_CTX1t_noLeg,zero-3sg-pres-s,0.9823468328141225,0.5405405405405406,1.0,0.7017543859649122,20,17,0,926,963
GPT41_FScot_CTX1t_noLeg,is-was-gen,0.9896157840083074,0.7741935483870968,0.8888888888888888,0.8275862068965517,24,7,3,929,963
GPT41_FScot_CTX1t_noLeg,zero-pl-s,0.9989615784008308,0.6666666666666666,1.0,0.8,2,1,0,960,963
GPT41_FScot_CTX1t_noLeg,double-object,1.0,1.0,1.0,1.0,3,0,0,960,963
GPT41_FScot_CTX1t_noLeg,existential-it,0.9740394600207685,0.45,0.8571428571428571,0.5901639344262295,18,22,3,920,963
GPT41_FScot_CTX1t_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,961,963
GPT41_FScot_CTX1t_noLeg,appositive-pleonastic-pronoun,0.9865005192107996,0.3333333333333333,0.4444444444444444,0.38095238095238093,4,8,5,946,963
GPT41_FScot_CTX1t_noLeg,bin,1.0,1.0,1.0,1.0,13,0,0,950,963
GPT41_FScot_CTX1t_noLeg,verb-stem,0.9740394600207685,0.3333333333333333,0.13636363636363635,0.1935483870967742,3,6,19,935,963
GPT41_FScot_CTX1t_noLeg,past-tense-swap,0.9896157840083074,0.5,0.5,0.5,5,5,5,948,963
GPT41_FScot_CTX1t_noLeg,zero-rel-pronoun,0.960539979231568,0.075,0.75,0.13636363636363635,3,37,1,922,963
GPT41_FScot_CTX1t_noLeg,preterite-had,0.9948078920041536,0.625,0.7142857142857143,0.6666666666666666,5,3,2,953,963
GPT41_FScot_CTX1t_noLeg,bare-got,0.9927310488058152,0.8181818181818182,0.6428571428571429,0.72,9,2,5,947,963
GPT41_FScot_CTX2t_Leg,zero-poss,0.9940476190476191,0.7,0.7,0.7,7,3,3,995,1008
GPT41_FScot_CTX2t_Leg,zero-copula,0.9672619047619048,0.6229508196721312,0.7916666666666666,0.6972477064220184,38,23,10,937,1008
GPT41_FScot_CTX2t_Leg,be-construction,0.998015873015873,1.0,0.5,0.6666666666666666,2,0,2,1004,1008
GPT41_FScot_CTX2t_Leg,resultant-done,1.0,1.0,1.0,1.0,3,0,0,1005,1008
GPT41_FScot_CTX2t_Leg,multiple-neg,0.9940476190476191,0.875,0.9333333333333333,0.9032258064516129,28,4,2,974,1008
GPT41_FScot_CTX2t_Leg,neg-inversion,0.9970238095238095,0.0,0.0,0.0,0,2,1,1005,1008
GPT41_FScot_CTX2t_Leg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_FScot_CTX2t_Leg,zero-3sg-pres-s,0.9801587301587301,0.5365853658536586,0.9565217391304348,0.6875,22,19,1,966,1008
GPT41_FScot_CTX2t_Leg,is-was-gen,0.9900793650793651,0.7931034482758621,0.8518518518518519,0.8214285714285714,23,6,4,975,1008
GPT41_FScot_CTX2t_Leg,zero-pl-s,0.9970238095238095,0.6,0.75,0.6666666666666666,3,2,1,1002,1008
GPT41_FScot_CTX2t_Leg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FScot_CTX2t_Leg,existential-it,0.9742063492063492,0.4358974358974359,0.8095238095238095,0.5666666666666667,17,22,4,965,1008
GPT41_FScot_CTX2t_Leg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
GPT41_FScot_CTX2t_Leg,appositive-pleonastic-pronoun,0.9831349206349206,0.47619047619047616,0.625,0.5405405405405406,10,11,6,981,1008
GPT41_FScot_CTX2t_Leg,bin,0.998015873015873,1.0,0.8461538461538461,0.9166666666666666,11,0,2,995,1008
GPT41_FScot_CTX2t_Leg,verb-stem,0.9722222222222222,0.16666666666666666,0.041666666666666664,0.06666666666666667,1,5,23,979,1008
GPT41_FScot_CTX2t_Leg,past-tense-swap,0.9871031746031746,0.42857142857142855,0.5454545454545454,0.48,6,8,5,989,1008
GPT41_FScot_CTX2t_Leg,zero-rel-pronoun,0.9682539682539683,0.0625,0.5,0.1111111111111111,2,30,2,974,1008
GPT41_FScot_CTX2t_Leg,preterite-had,0.9900793650793651,0.38461538461538464,0.7142857142857143,0.5,5,8,2,993,1008
GPT41_FScot_CTX2t_Leg,bare-got,0.9910714285714286,0.8666666666666667,0.65,0.7428571428571429,13,2,7,986,1008
GPT41_FScot_CTX2t_noLeg,zero-poss,0.9950396825396826,0.7777777777777778,0.7,0.7368421052631579,7,2,3,996,1008
GPT41_FScot_CTX2t_noLeg,zero-copula,0.9702380952380952,0.6451612903225806,0.8333333333333334,0.7272727272727273,40,22,8,938,1008
GPT41_FScot_CTX2t_noLeg,be-construction,0.998015873015873,1.0,0.5,0.6666666666666666,2,0,2,1004,1008
GPT41_FScot_CTX2t_noLeg,resultant-done,0.9990079365079365,0.75,1.0,0.8571428571428571,3,1,0,1004,1008
GPT41_FScot_CTX2t_noLeg,multiple-neg,0.9940476190476191,0.875,0.9333333333333333,0.9032258064516129,28,4,2,974,1008
GPT41_FScot_CTX2t_noLeg,neg-inversion,0.9990079365079365,0.0,0.0,0.0,0,0,1,1007,1008
GPT41_FScot_CTX2t_noLeg,n-inv-neg-concord,0.9990079365079365,0.0,0.0,0.0,0,1,0,1007,1008
GPT41_FScot_CTX2t_noLeg,aint,1.0,1.0,1.0,1.0,7,0,0,1001,1008
GPT41_FScot_CTX2t_noLeg,zero-3sg-pres-s,0.9791666666666666,0.5227272727272727,1.0,0.6865671641791045,23,21,0,964,1008
GPT41_FScot_CTX2t_noLeg,is-was-gen,0.9890873015873016,0.7857142857142857,0.8148148148148148,0.8,22,6,5,975,1008
GPT41_FScot_CTX2t_noLeg,zero-pl-s,0.998015873015873,0.6666666666666666,1.0,0.8,4,2,0,1002,1008
GPT41_FScot_CTX2t_noLeg,double-object,0.9990079365079365,1.0,0.75,0.8571428571428571,3,0,1,1004,1008
GPT41_FScot_CTX2t_noLeg,existential-it,0.9742063492063492,0.42857142857142855,0.7142857142857143,0.5357142857142857,15,20,6,967,1008
GPT41_FScot_CTX2t_noLeg,demonstrative-them,1.0,1.0,1.0,1.0,2,0,0,1006,1008
GPT41_FScot_CTX2t_noLeg,appositive-pleonastic-pronoun,0.9851190476190477,0.5263157894736842,0.625,0.5714285714285714,10,9,6,983,1008
GPT41_FScot_CTX2t_noLeg,bin,0.998015873015873,1.0,0.8461538461538461,0.9166666666666666,11,0,2,995,1008
GPT41_FScot_CTX2t_noLeg,verb-stem,0.9732142857142857,0.2857142857142857,0.08333333333333333,0.12903225806451613,2,5,22,979,1008
GPT41_FScot_CTX2t_noLeg,past-tense-swap,0.9821428571428571,0.26666666666666666,0.36363636363636365,0.3076923076923077,4,11,7,986,1008
GPT41_FScot_CTX2t_noLeg,zero-rel-pronoun,0.9662698412698413,0.08333333333333333,0.75,0.15,3,33,1,971,1008
GPT41_FScot_CTX2t_noLeg,preterite-had,0.9950396825396826,0.6,0.8571428571428571,0.7058823529411765,6,4,1,997,1008
